Date,AAPL,UBER,WMT,JPM,MSFT,UNH,SPY
3/22/2024 16:00:00,172.28,80.23,60.87,196.62,428.74,490.07,521.21
3/25/2024 16:00:00,170.85,79.41,60.57,194.82,422.86,485.88,519.77
3/26/2024 16:00:00,169.71,77.91,60.51,195.73,421.65,492.31,518.81
3/27/2024 16:00:00,173.31,78.11,60.72,199.52,421.43,493.1,523.17
3/28/2024 16:00:00,171.48,76.99,60.17,200.3,420.72,494.7,523.07
4/1/2024 16:00:00,170.03,76.4,60,198.94,424.57,489.7,522.16
4/2/2024 16:00:00,168.84,76.98,59.16,198.86,421.44,458.14,518.84
4/3/2024 16:00:00,169.65,76.81,59.43,198.3,420.45,459.74,519.41
4/4/2024 16:00:00,168.82,74.92,59.5,195.65,417.88,455.38,513.07
4/5/2024 16:00:00,169.58,77.16,59.85,197.45,425.52,455.74,518.43
4/8/2024 16:00:00,168.45,75.03,59.78,198.48,424.59,456,518.72
4/9/2024 16:00:00,169.67,75.14,59.79,197.15,426.28,459.72,519.32
4/10/2024 16:00:00,167.78,74.35,60.62,195.47,423.26,450.05,514.12
4/11/2024 16:00:00,175.04,76.18,60.09,195.43,427.93,441.72,518
4/12/2024 16:00:00,176.55,75.28,60.14,182.79,421.9,439.2,510.85
4/15/2024 16:00:00,172.69,73.4,59.93,182.89,413.64,445.63,504.45
4/16/2024 16:00:00,169.38,74.13,59.84,180.8,414.58,468.89,503.53
4/17/2024 16:00:00,168,71.94,59.65,180.08,411.84,478.99,500.55
4/18/2024 16:00:00,167.04,71.3,59.26,181.25,404.27,493.18,499.52
4/19/2024 16:00:00,165,69.2,59.53,185.8,399.12,501.13,495.16
4/22/2024 16:00:00,165.84,68.98,60.14,189.41,400.96,491.23,499.72
4/23/2024 16:00:00,166.9,70.8,59.09,192.14,407.57,486.18,505.65
4/24/2024 16:00:00,169.02,69.36,59.87,193.08,409.06,487.3,505.41
4/25/2024 16:00:00,169.89,69.31,60.21,193.37,399.04,493.86,503.49
4/26/2024 16:00:00,169.3,69.05,60.16,193.49,406.32,495.35,508.26
4/29/2024 16:00:00,173.5,67.4,60.24,193.28,402.25,489.03,510.06
4/30/2024 16:00:00,170.33,66.27,59.35,191.74,389.33,483.7,501.98
5/1/2024 16:00:00,169.3,67.79,58.85,191.86,394.94,484.11,500.35
5/2/2024 16:00:00,173.03,68.57,59.71,191.66,397.84,492.97,505.03
5/3/2024 16:00:00,183.38,69.23,59.82,190.51,406.66,492.45,511.29
5/6/2024 16:00:00,181.71,71.51,59.87,192,413.54,494.38,516.57
5/7/2024 16:00:00,182.4,70.43,60.62,191.75,409.34,500.96,517.14
5/8/2024 16:00:00,182.74,66.4,60.3,195.65,410.54,503.21,517.19
5/9/2024 16:00:00,184.57,67.93,60.44,197.5,412.32,507.03,520.17
5/10/2024 16:00:00,183.05,66.99,60.48,198.77,414.74,512.81,520.84
5/13/2024 16:00:00,186.28,66.02,60.41,198.73,413.72,511.74,520.91
5/14/2024 16:00:00,187.43,65.32,59.86,201.51,416.56,513.88,523.3
5/15/2024 16:00:00,189.72,66.62,59.83,202.11,423.08,517.55,529.78
5/16/2024 16:00:00,189.84,66.05,64.01,202.47,420.99,521.27,528.69
5/17/2024 16:00:00,189.87,65.67,64.65,204.79,420.21,524.63,529.45
5/20/2024 16:00:00,191.04,64.65,64.18,195.58,425.34,517.23,530.06
5/21/2024 16:00:00,192.35,63.97,65.15,199.52,429.04,523.55,531.36
5/22/2024 16:00:00,190.9,65.48,65.25,198.31,430.52,521.35,529.83
5/23/2024 16:00:00,186.88,63.6,64.84,196.92,427,516.83,525.96
5/24/2024 16:00:00,189.98,64.26,65.38,200.71,430.16,508.17,529.44
5/28/2024 16:00:00,189.99,63.52,65.04,199.5,430.32,503.68,529.81
5/29/2024 16:00:00,190.29,64.93,64.92,198.11,429.17,484.72,526.1
5/30/2024 16:00:00,191.29,64.12,64.89,199.33,414.67,481.65,522.61
5/31/2024 16:00:00,192.25,64.56,65.76,202.63,415.13,495.37,527.37
6/3/2024 16:00:00,194.03,63.79,65.82,201.82,413.52,497.44,527.8
6/4/2024 16:00:00,194.35,64.55,66.6,199.16,416.07,505.49,528.39
6/5/2024 16:00:00,195.87,65.82,67.09,197.26,424.01,503.12,534.67
6/6/2024 16:00:00,194.48,68.9,67.15,196.91,424.52,501.92,534.66
6/7/2024 16:00:00,196.89,69.31,65.88,199.95,423.85,490.69,534.01
6/10/2024 16:00:00,193.12,68.6,66.96,199.61,427.87,495,535.66
6/11/2024 16:00:00,207.15,69.59,66.73,194.36,432.68,496.22,536.95
6/12/2024 16:00:00,213.07,73.15,66.31,191.53,441.06,493.07,541.36
6/13/2024 16:00:00,214.24,70.86,66.7,193.66,441.58,497.3,542.45
6/14/2024 16:00:00,212.49,70.06,67.02,193.78,442.57,497.12,542.78
6/17/2024 16:00:00,216.67,70.49,67.42,194.98,448.37,489.23,547.1
6/18/2024 16:00:00,214.29,70.33,67.6,197,446.34,481.05,548.49
6/20/2024 16:00:00,209.68,70.3,68.01,198.67,445.7,484.52,547
6/21/2024 16:00:00,207.49,70.21,67.91,196.3,449.78,482.59,544.51
6/24/2024 16:00:00,208.14,70.54,68.9,198.88,447.67,489.98,542.74
6/25/2024 16:00:00,209.07,71.38,67.42,198.07,450.95,484.5,544.83
6/26/2024 16:00:00,213.25,70.85,68.29,197.43,452.16,484.04,545.51
6/27/2024 16:00:00,214.1,70.34,67.88,199.17,452.85,486.44,546.37
6/28/2024 16:00:00,210.62,72.68,67.71,202.26,446.95,509.26,544.22
7/1/2024 16:00:00,216.75,71.1,67.48,205.45,456.73,494.65,545.34
7/2/2024 16:00:00,220.27,70.67,68.07,208.83,459.28,498.24,549.01
7/3/2024 13:00:00,221.55,71.3,68.24,208.69,460.77,489.89,551.46
7/5/2024 16:00:00,226.34,71.06,70.04,204.79,467.56,488.01,554.64
7/8/2024 16:00:00,227.82,71.25,69.68,205.17,466.24,489.34,555.28
7/9/2024 16:00:00,228.68,71.32,69.9,207.63,459.54,492.11,555.82
7/10/2024 16:00:00,232.98,69.27,70.41,207.8,466.25,500.93,561.32
7/11/2024 16:00:00,227.57,73.53,69.8,207.45,454.7,504.36,556.48
7/12/2024 16:00:00,230.54,72.43,69.24,204.94,453.55,511.53,559.99
7/15/2024 16:00:00,234.4,72.29,69.61,210.05,453.96,515.37,561.53
7/16/2024 16:00:00,234.82,74.3,69.99,213.62,449.52,548.87,564.86
7/17/2024 16:00:00,228.88,68.62,71.03,216.87,443.52,573.28,556.94
7/18/2024 16:00:00,224.18,66.26,70.82,209.98,440.37,564.34,552.66
7/19/2024 16:00:00,224.31,67.31,70.75,209.78,437.11,565.33,548.99
7/22/2024 16:00:00,223.96,67.73,70.38,210.28,442.94,558.53,554.65
7/23/2024 16:00:00,225.01,67.52,70.65,210.33,444.85,554.7,553.78
7/24/2024 16:00:00,218.54,66.14,70.6,208.59,428.9,559.75,541.23
7/25/2024 16:00:00,217.49,65.74,70.02,208.67,418.4,559.68,538.41
7/26/2024 16:00:00,217.96,64.4,69.78,212.24,425.27,569.72,544.44
7/29/2024 16:00:00,218.24,63.76,69.62,210.85,426.73,566.75,544.76
7/30/2024 16:00:00,218.8,63.09,69.19,215.19,422.92,576.33,542
7/31/2024 16:00:00,222.08,64.47,68.64,212.8,418.35,576.16,550.81
8/1/2024 16:00:00,218.36,61.02,69.79,207.96,417.11,572.77,543.01
8/2/2024 16:00:00,219.86,58.99,68.46,199.14,408.49,589.83,532.9
8/5/2024 16:00:00,209.27,58.48,67.59,194.9,395.15,569.96,517.38
8/6/2024 16:00:00,207.23,64.87,67.74,200.34,399.61,568.35,522.15
8/7/2024 16:00:00,209.82,65.54,66.91,200.4,398.43,566.08,518.66
8/8/2024 16:00:00,213.31,69.01,67.66,204.06,402.69,566.24,530.65
8/9/2024 16:00:00,216.24,68.54,67.95,205.8,406.02,558.76,532.99
8/12/2024 16:00:00,217.53,69.26,68.7,206.19,406.81,565.29,533.27
8/13/2024 16:00:00,221.27,71.06,68.13,207.94,414.01,574.24,542.04
8/14/2024 16:00:00,221.72,71.93,68.66,210.24,416.86,579.67,543.75
8/15/2024 16:00:00,224.72,72.73,73.18,211.55,421.03,579.61,553.07
8/16/2024 16:00:00,226.05,72.04,73.45,213.97,418.47,577.68,554.31
8/19/2024 16:00:00,225.89,74.18,73.72,215.45,421.53,578.78,559.61
8/20/2024 16:00:00,226.51,73.31,74.54,214.52,424.8,580.65,558.7
8/21/2024 16:00:00,226.4,73.48,75.24,214.6,424.14,578.07,560.62
8/22/2024 16:00:00,224.53,73.31,75.58,216.63,415.55,578.72,556.22
8/23/2024 16:00:00,226.84,74.3,75.7,218.31,416.79,584.51,562.13
8/26/2024 16:00:00,227.18,72.61,76.03,219.17,413.49,587.13,560.79
8/27/2024 16:00:00,228.03,72.56,76.13,220.18,413.84,587.35,561.56
8/28/2024 16:00:00,226.49,71.85,76.08,221.29,410.6,588.54,558.3
8/29/2024 16:00:00,229.79,72.24,76.42,222.21,413.12,591.57,558.35
8/30/2024 16:00:00,229,73.13,77.23,224.8,417.14,590.2,563.68
9/3/2024 16:00:00,222.77,71.89,77.17,220.3,409.44,598.68,552.08
9/4/2024 16:00:00,220.85,71.56,77.24,219.33,408.9,604.18,550.95
9/5/2024 16:00:00,222.38,71.25,76.96,217.63,408.39,595.49,549.61
9/6/2024 16:00:00,220.82,69.58,76.64,212.46,401.7,596.88,540.36
9/9/2024 16:00:00,220.91,69.8,77.34,216.81,405.72,594.1,546.41
9/10/2024 16:00:00,220.11,68.99,78.81,205.56,414.2,599.03,548.79
9/11/2024 16:00:00,222.66,70.11,78.84,207.23,423.04,589.75,554.42
9/12/2024 16:00:00,222.77,68.09,79.66,206.6,427,588.42,559.09
9/13/2024 16:00:00,222.5,72.48,80.6,204.32,430.59,594.32,562.01
9/16/2024 16:00:00,216.32,71.52,80.56,207.86,431.34,589.14,562.84
9/17/2024 16:00:00,216.79,72.78,78.6,209.25,435.15,577.96,563.07
9/18/2024 16:00:00,220.69,73.5,79.03,207.53,430.81,580.65,561.4
9/19/2024 16:00:00,228.87,75.28,78.04,210.48,438.69,577.07,570.98
9/20/2024 16:00:00,228.2,73.94,79.06,211.09,435.27,575,568.25
9/23/2024 16:00:00,226.47,74.71,80.33,211.44,433.51,573.41,569.67
9/24/2024 16:00:00,227.37,77.44,80.67,211.59,429.17,575.19,571.3
9/25/2024 16:00:00,226.37,77.14,81.4,210.19,432.11,576.31,570.04
9/26/2024 16:00:00,227.52,76.69,79.92,209.78,431.31,574.81,572.3
9/27/2024 16:00:00,227.79,75.75,79.78,210.5,428.02,581.85,571.47
9/30/2024 16:00:00,233,75.16,80.75,210.86,430.3,584.68,573.76
10/1/2024 16:00:00,226.21,74.24,81.27,207.04,420.69,583.3,568.62
10/2/2024 16:00:00,226.78,72.87,80.43,207.29,417.13,592.31,568.86
10/3/2024 16:00:00,225.67,72.94,80.43,205.23,416.54,592.75,567.82
10/4/2024 16:00:00,226.8,74.28,80.94,211.22,416.06,591.2,572.98
10/7/2024 16:00:00,221.69,74.59,79.1,210.93,409.54,583.56,567.8
10/8/2024 16:00:00,225.77,76.17,79.71,210.75,414.71,581.58,573.17
10/9/2024 16:00:00,229.54,77.87,80.4,213.42,417.46,591.22,577.14
10/10/2024 16:00:00,229.04,77.92,79.61,212.84,415.84,597.7,576.13
10/11/2024 16:00:00,227.55,86.34,80.1,222.29,416.32,598.05,579.58
10/14/2024 16:00:00,231.3,84.94,80.29,221.48,419.14,605.4,584.32
10/15/2024 16:00:00,231.3,84.94,80.29,221.48,419.14,556.29,584.32
10/16/2024 16:00:00,231.78,81.9,81.22,223.64,416.12,571.34,582.3
10/17/2024 16:00:00,232.15,79.9,80.89,224.42,416.72,566.03,582.35
10/18/2024 16:00:00,235,79.16,81.31,225.37,418.16,569.61,584.59
10/21/2024 16:00:00,236.48,80.46,80.81,223,418.78,571.47,583.63
10/22/2024 16:00:00,235.86,80.41,82.02,224.12,427.51,569.86,583.32
10/23/2024 16:00:00,230.76,79.83,83.27,223.41,424.6,564.64,577.99
10/24/2024 16:00:00,230.57,78.38,83.04,224.98,424.73,560.81,579.24
10/25/2024 16:00:00,231.41,77.62,82.51,222.31,428.15,564.56,579.04
10/28/2024 16:00:00,233.4,77.69,82.75,225.5,426.59,565.24,580.83
10/30/2024 16:00:00,230.1,79.43,81.39,224.41,432.53,562.13,580.01
10/31/2024 16:00:00,225.91,72.05,81.95,221.92,406.35,562.96,568.64
11/1/2024 16:00:00,222.91,73.25,82.19,222.94,410.37,564.5,571.04
11/4/2024 16:00:00,222.01,73.25,82.45,219.78,408.46,567.56,569.81
11/5/2024 16:00:00,223.45,74.15,83.68,221.49,411.46,557.77,576.7
11/6/2024 16:00:00,222.72,74.36,83.44,247.06,420.18,567.03,591.04
11/7/2024 16:00:00,227.48,73.13,83.85,236.38,425.43,596.69,595.61
11/8/2024 16:00:00,226.96,72.04,84.83,236.98,422.54,605.45,598.19
11/11/2024 16:00:00,224.23,71.65,84.21,239.29,418.01,615.81,598.76
11/12/2024 16:00:00,224.23,71.37,84.99,239.56,423.03,625.25,596.9
11/13/2024 16:00:00,225.12,71.16,85.5,241.16,425.2,614.67,597.19
11/14/2024 16:00:00,228.22,71.44,84.47,241.87,426.89,605.87,593.35
11/15/2024 16:00:00,225,73.25,84.25,245.31,415,593.15,585.75
11/18/2024 16:00:00,228.02,69.33,84.08,245.03,415.76,592.23,588.15
11/19/2024 16:00:00,228.28,69.13,86.6,243.09,417.79,589.65,590.3
11/20/2024 16:00:00,229,69.6,87.18,240.78,415.49,577,590.5
11/21/2024 16:00:00,228.52,69.64,88.39,244.76,412.87,600.5,593.67
11/22/2024 16:00:00,229.87,71.51,90.44,248.55,417,597.49,595.51
11/25/2024 16:00:00,232.87,73.42,89.5,250.29,418.79,590.87,597.53
11/26/2024 16:00:00,235.06,71.56,91.31,249.97,427.99,605.83,600.65
11/27/2024 16:00:00,234.93,71.62,91.88,249.79,422.99,606.79,598.83
11/29/2024 13:00:00,237.33,71.96,92.5,249.72,423.46,608.38,602.55
12/2/2024 16:00:00,239.59,73.07,92.64,246.25,430.98,610.2,603.63
12/3/2024 16:00:00,242.65,71.27,93.51,244.82,431.2,608.52,603.91
12/4/2024 16:00:00,243.01,72.16,94.45,243.4,437.42,605.23,607.66
12/5/2024 16:00:00,243.04,65.23,95.3,245.48,442.62,610.79,606.66
12/6/2024 16:00:00,242.84,66.09,95.7,247.36,443.57,578.97,607.81
12/9/2024 16:00:00,246.75,65.74,93.83,243.81,446.02,549.62,604.68
12/10/2024 16:00:00,247.77,64.96,94.55,242.86,443.33,560.62,602.8
12/11/2024 16:00:00,246.49,61.18,94.96,243.53,448.99,565.19,607.46
12/12/2024 16:00:00,247.96,61.41,94.09,241.53,449.56,533.53,604.33
12/13/2024 16:00:00,248.13,59.93,94.25,239.94,447.27,515.76,604.21
12/16/2024 16:00:00,251.04,60.25,94.87,239.58,451.59,520.48,606.79
12/17/2024 16:00:00,253.48,61.03,95.42,238.36,454.46,498.5,604.29
12/18/2024 16:00:00,248.05,61.23,93.55,230.37,437.39,485.52,586.28
12/19/2024 16:00:00,249.79,60.21,93.4,232.96,437.03,499.72,586.1
12/20/2024 16:00:00,254.49,60.73,92.24,237.6,436.6,489.25,591.15
12/23/2024 16:00:00,255.27,61.87,90.35,238.39,435.25,500.13,594.69
12/24/2024 13:00:00,258.2,61.71,92.68,242.31,439.33,506.34,601.3
12/26/2024 16:00:00,259.02,61.56,92.79,243.14,438.11,506.1,601.34
12/27/2024 16:00:00,255.59,61.13,91.66,241.17,430.53,511.15,595.01
12/30/2024 16:00:00,252.2,60.77,90.57,239.32,424.83,509.99,588.22
12/31/2024 16:00:00,250.42,60.32,90.35,239.71,421.5,507.8,586.08
1/2/2025 16:00:00,243.85,63.17,90,240,418.58,505.86,584.64
1/3/2025 16:00:00,243.36,64.59,90.78,243.28,423.35,504.51,591.95
1/6/2025 16:00:00,245,66.31,91.43,240.85,427.85,513,595.36
1/7/2025 16:00:00,242.21,66.15,90.81,243.17,422.37,513.67,588.63
1/8/2025 16:00:00,242.7,64.91,91.8,243.13,424.56,514.25,589.49
1/10/2025 16:00:00,236.85,65.97,93,239.87,418.95,524.52,580.49
1/13/2025 16:00:00,234.4,65.7,91.53,244.21,417.19,520.69,581.39
1/14/2025 16:00:00,233.28,64.84,90.79,247.47,415.67,541.14,582.19
1/15/2025 16:00:00,237.87,67.02,91.34,252.35,426.31,543.74,592.78
1/16/2025 16:00:00,228.26,68.58,91.3,254.27,424.58,543.42,591.64
1/17/2025 16:00:00,229.98,67.34,91.94,259.16,429.03,510.59,597.58
1/21/2025 16:00:00,222.64,67.74,93.08,263.03,428.5,509.76,603.05
1/22/2025 16:00:00,223.83,67.82,93.23,262.84,446.2,524.99,606.44
1/23/2025 16:00:00,223.66,68.3,93.81,265.95,446.71,519.72,609.75
1/24/2025 16:00:00,222.78,68.56,94.76,264.84,444.06,529.77,607.97
1/27/2025 16:00:00,229.86,68.77,97.4,265.85,434.56,532.51,599.37
1/28/2025 16:00:00,238.26,68.07,97.29,267.14,447.2,543.52,604.52
1/29/2025 16:00:00,239.36,66.75,97.5,266.58,442.33,542.48,601.81
1/30/2025 16:00:00,237.59,66.59,98.65,268.23,414.99,538.1,605.04
1/31/2025 16:00:00,236,66.85,98.16,267.3,415.06,545.57,601.82
2/3/2025 16:00:00,228.01,67.29,99.54,266.81,410.92,542.49,597.77
2/4/2025 16:00:00,232.8,69.75,100.77,267.94,412.37,548.18,601.78
2/5/2025 16:00:00,232.47,64.48,102.46,270.43,413.29,545.45,604.22
2/6/2025 16:00:00,233.22,69.99,102.85,276.9,415.82,539.81,606.32
2/7/2025 16:00:00,227.63,74.6,101.15,275.8,409.75,530.04,600.77
2/10/2025 16:00:00,227.65,78.63,102.92,271.04,412.22,527.03,604.85
2/11/2025 16:00:00,232.62,76.95,102.47,274.99,411.44,533.37,605.31
2/12/2025 16:00:00,236.87,79.35,103.61,275.45,409.04,533.92,603.36
2/13/2025 16:00:00,241.53,80.29,105.05,276.32,410.54,527.4,609.73
2/14/2025 16:00:00,244.6,79.42,104.04,276.59,408.43,531.18,609.7
2/18/2025 16:00:00,244.47,81.49,103.78,279.95,409.64,523.51,611.49
2/19/2025 16:00:00,244.87,81.16,104,279.25,414.77,500.73,612.93
2/20/2025 16:00:00,245.83,81.26,97.21,266.8,416.13,511.04,610.38
2/21/2025 16:00:00,245.55,78.89,94.78,264.24,408.21,502.42,599.94
2/24/2025 16:00:00,247.1,76.42,93.67,261.34,404,466.42,597.21
2/25/2025 16:00:00,247.04,74.95,97.69,257.4,397.9,461.52,594.24
2/26/2025 16:00:00,240.36,75.87,96.2,258.79,399.73,470.38,594.54
2/27/2025 16:00:00,237.3,74.21,96.79,259.05,392.53,463.59,585.05
2/28/2025 16:00:00,241.84,76.01,98.61,264.65,396.99,468.56,594.18
3/3/2025 16:00:00,238.03,74.44,97.59,260.62,388.49,474.96,583.77
3/4/2025 16:00:00,235.93,75.26,94.97,250.25,388.61,467.05,576.86
3/5/2025 16:00:00,235.74,76.48,95.98,251.53,401.02,474.61,583.06
3/6/2025 16:00:00,235.33,74.96,94.64,246.54,396.89,475.98,572.71
3/7/2025 16:00:00,239.07,76.27,91.72,242.28,393.31,487.72,575.92
3/10/2025 16:00:00,227.48,73.06,87.82,232.22,380.16,493.48,560.58
3/11/2025 16:00:00,220.84,70.65,87.44,229.14,380.45,480.22,555.92
3/12/2025 16:00:00,216.98,71.2,85.2,227.9,383.27,486.04,558.87
3/13/2025 16:00:00,209.68,69.51,84.5,225.19,378.77,481.11,551.42
3/14/2025 16:00:00,213.49,71.55,85.35,232.44,388.56,481.52,562.81
3/17/2025 16:00:00,214,72.73,87.46,233.93,388.7,488.65,567.15
3/18/2025 16:00:00,212.69,71.55,85.59,234.97,383.52,499.02,561.02
3/19/2025 16:00:00,215.24,73.02,86.33,239.11,387.82,503.8,567.13
3/20/2025 16:00:00,214.1,74.35,85.81,239.01,386.84,503.2,565.49
3/21/2025 16:00:00,218.27,75.84,85.98,241.63,391.26,511.3,563.98
3/24/2025 16:00:00,220.73,76.51,87.49,248.06,393.08,516.85,574.08
3/25/2025 16:00:00,223.75,75.61,84.76,251.13,395.16,516.5,575.46
3/26/2025 16:00:00,221.53,74.18,85.21,251.03,389.97,513.43,568.59
3/27/2025 16:00:00,223.85,74.86,85.63,248.12,390.58,518.2,567.08
3/28/2025 16:00:00,217.9,72.75,85.15,242.85,378.8,515.72,555.66
3/31/2025 16:00:00,222.13,72.86,87.79,245.3,375.39,516.04,559.39
4/1/2025 16:00:00,223.19,72.99,88.83,243.66,382.19,523.75,560.97
4/2/2025 16:00:00,223.89,74.5,89.76,245.82,382.14,523.12,564.52
4/3/2025 16:00:00,203.19,69.85,87.26,228.69,373.11,523.2,536.7
4/4/2025 16:00:00,188.38,64.62,83.19,210.28,359.84,540.44,505.28
4/7/2025 16:00:00,181.46,65.64,83.83,214.44,357.86,525.05,504.38
4/8/2025 16:00:00,172.42,65.07,81.79,216.87,354.56,524.7,496.48
4/9/2025 16:00:00,198.85,72.68,89.6,234.34,390.49,553.08,548.62
4/10/2025 16:00:00,190.42,70.94,90.61,227.11,381.35,578.5,524.58
4/11/2025 16:00:00,198.15,72.28,92.8,236.2,388.45,594.4,533.94
4/14/2025 16:00:00,202.52,73.1,94.73,234.72,387.81,599.47,539.12
4/15/2025 16:00:00,202.14,74.02,93.97,233.13,385.73,587.06,537.61
4/16/2025 16:00:00,194.27,73.06,91.19,229.61,371.61,583.59,525.66
4/17/2025 16:00:00,196.98,75.24,93.22,231.96,367.78,585.04,526.41
4/21/2025 16:00:00,193.16,72.92,92.41,228.99,359.12,454.11,513.88
4/22/2025 16:00:00,199.74,74.44,94.85,235.59,366.82,425.33,527.25
4/23/2025 16:00:00,204.6,73.77,94.96,240.88,374.39,427.18,535.42
4/24/2025 16:00:00,208.37,78.1,95.84,244.64,387.3,427.96,546.69
4/25/2025 16:00:00,209.28,77.75,95.09,243.55,391.85,424.25,550.64
4/28/2025 16:00:00,210.14,78.33,95.22,243.22,391.16,418.64,550.85
4/29/2025 16:00:00,211.21,79.42,96.04,244.62,394.04,420,554.32
4/30/2025 16:00:00,212.5,81.01,97.25,244.62,395.26,409.23,554.54
5/1/2025 16:00:00,213.32,80.89,97.41,246.89,425.4,411.44,558.47
5/2/2025 16:00:00,205.35,84.28,98.75,252.51,435.28,400.68,566.76
5/5/2025 16:00:00,198.89,85.43,99.33,252.56,436.17,399.92,563.51
5/6/2025 16:00:00,198.51,85.83,98.55,249.25,433.31,404.81,558.8
5/7/2025 16:00:00,196.25,83.65,98.83,249.39,433.35,394.51,561.15
5/8/2025 16:00:00,197.49,82.3,97.43,253.47,438.17,391.06,565.06
5/9/2025 16:00:00,198.53,82.81,96.72,253.08,438.73,385.55,564.34
5/12/2025 16:00:00,210.79,88.1,96.75,260.05,449.26,380.64,582.99
5/13/2025 16:00:00,212.93,91.72,95.88,263.01,449.14,378.75,586.84
5/14/2025 16:00:00,212.33,90.41,96.83,265.64,452.94,311.38,587.59
5/15/2025 16:00:00,211.45,90.16,96.35,267.49,453.13,308.01,590.46
5/16/2025 16:00:00,211.26,91.79,98.24,267.56,454.27,274.35,594.2
5/19/2025 16:00:00,208.78,92.46,98.12,264.88,458.87,291.91,594.85
5/20/2025 16:00:00,206.86,91.87,97.8,265.68,458.17,315.89,592.85
5/21/2025 16:00:00,202.09,88.67,96.43,261.04,452.57,321.58,582.86
5/22/2025 16:00:00,202.09,88.67,96.43,261.04,454.86,302.98,582.86
5/23/2025 16:00:00,195.27,87.75,96.34,260.71,450.18,296.67,579.11
5/27/2025 16:00:00,200.21,89,97.58,265.29,460.69,295.57,591.15
5/28/2025 16:00:00,200.42,88.26,97.24,263.49,457.36,295,587.73
5/29/2025 16:00:00,199.95,84.3,97.1,264.37,458.68,298.11,590.05
5/30/2025 16:00:00,200.85,84.16,98.72,264,460.36,298.17,589.39
6/2/2025 16:00:00,201.7,83.64,99.77,264.66,461.97,301.91,592.71
6/3/2025 16:00:00,203.27,82.53,99.98,266.27,462.97,304.72,596.09
6/4/2025 16:00:00,202.82,83.45,99.35,264.22,463.87,301.22,595.93
6/5/2025 16:00:00,200.63,84.67,97.96,261.95,467.68,300.38,593.05
6/6/2025 16:00:00,203.92,85.6,97.47,265.73,470.38,295.84,599.14
6/9/2025 16:00:00,201.45,87.12,97.45,266.74,472.75,303.22,599.68
6/10/2025 16:00:00,202.67,86.39,97.32,268.6,470.92,303.19,603.08
6/11/2025 16:00:00,198.78,86.58,95.8,268.15,472.62,303.79,601.36
6/12/2025 16:00:00,199.2,85.62,94.83,268.24,478.87,310.56,603.75
6/13/2025 16:00:00,196.45,83.93,94.44,264.95,474.96,318.5,597
6/16/2025 16:00:00,198.42,85.12,94.29,270.36,479.14,313.53,602.68
6/17/2025 16:00:00,195.64,84.76,94.25,269.52,478.04,307.66,597.53
6/18/2025 16:00:00,196.58,83.44,95.09,273.96,480.24,308.87,597.44
6/20/2025 16:00:00,201,83.78,96.12,275,477.4,307.2,594.28
6/23/2025 16:00:00,201.5,85.24,97.87,278.27,486,302.01,600.15
6/24/2025 16:00:00,200.3,91.65,98,281.26,490.11,300.68,606.78
6/25/2025 16:00:00,201.56,90.9,97.26,284.06,492.27,305.62,607.12
6/26/2025 16:00:00,201,93.12,96.02,288.75,497.45,302.02,611.87
6/27/2025 16:00:00,201.08,91.53,97.27,287.11,495.94,302.62,614.91
6/30/2025 16:00:00,205.17,93.3,97.78,289.91,497.41,309.11,617.85
7/1/2025 16:00:00,207.82,92.13,98.24,290.41,492.05,311.97,617.65
7/2/2025 16:00:00,212.44,92.05,97.61,292,491.09,326.14,620.45
7/3/2025 13:00:00,213.55,93.63,98.36,296,498.84,307.56,625.34
7/7/2025 16:00:00,209.95,96.68,99.35,291.97,497.72,308.55,620.68
7/8/2025 16:00:00,210.01,97.48,97.09,282.78,496.62,303.71,620.34
7/9/2025 16:00:00,211.14,96.64,96.81,283.16,503.51,307.7,624.06
7/10/2025 16:00:00,212.41,96.4,94.86,288.19,501.48,302.91,625.82
7/11/2025 16:00:00,211.16,95.39,94.4,286.86,503.32,299.51,623.62
7/14/2025 16:00:00,208.62,93.89,95.78,288.7,503.02,304.1,624.81
7/15/2025 16:00:00,209.11,92.21,95.39,286.55,505.82,300.58,622.14
7/16/2025 16:00:00,210.16,90.75,95.15,285.82,505.62,291.71,624.22
7/17/2025 16:00:00,210.02,90.5,95.09,289.9,511.7,292.49,628.04
7/18/2025 16:00:00,211.18,90.59,95.05,291.27,510.05,288.07,627.58
7/21/2025 16:00:00,212.48,91.16,95.67,290.97,510.06,282.65,628.77
7/22/2025 16:00:00,214.4,91.79,95.85,291.43,505.27,282.14,628.86
7/23/2025 16:00:00,214.15,89.94,95.68,296.76,505.87,285.13,634.21
7/24/2025 16:00:00,213.76,90.87,96.6,296.55,510.88,292.51,634.42
7/25/2025 16:00:00,213.88,91.29,97.47,298.62,513.71,278.58,637.1
7/28/2025 16:00:00,214.05,90.6,97.61,298.28,512.5,281.06,636.94
7/29/2025 16:00:00,211.27,87.11,98.33,297.04,512.57,282.12,635.26
7/30/2025 16:00:00,209.05,87.64,97.59,299.63,513.24,261.07,634.46
7/31/2025 16:00:00,207.57,87.75,97.98,296.24,533.5,266.04,632.08
8/1/2025 16:00:00,202.38,86.91,98.49,289.37,524.11,249.56,621.72
8/4/2025 16:00:00,203.35,88.43,99.59,294.26,535.64,237.77,631.17
8/5/2025 16:00:00,202.92,89.39,99.31,291.37,527.75,240.98,627.97
